,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
230,0.83,0.695,6.0,-9.445,0.0,0.0716,0.0248,0.0755,0.0573,0.536,112.046,190373.0,4.0,2
231,0.738,0.75,11.0,-3.654,0.0,0.219,0.0167,0.00976,0.174,0.342,112.009,207840.0,4.0,3
232,0.824,0.396,2.0,-9.663,1.0,0.332,0.0323,0.00286,0.108,0.253,118.048,227707.0,4.0,3
233,0.794,0.757,6.0,-6.644,0.0,0.123,0.0267,0.000306,0.0621,0.615,107.99,186680.0,4.0,2
234,0.864,0.682,6.0,-6.73,0.0,0.386,0.208,5.27e-06,0.1,0.268,115.012,268087.0,4.0,3
235,0.835,0.527,7.0,-7.272,0.0,0.128,0.204,0.000423,0.283,0.611,106.003,218200.0,4.0,2
236,0.789,0.71,10.0,-6.323,0.0,0.131,0.0555,0.843,0.0601,0.6,111.038,183787.0,4.0,2
237,0.742,0.645,6.0,-10.248,1.0,0.386,0.148,2.86e-05,0.0861,0.804,112.402,162147.0,4.0,3
238,0.61,0.709,7.0,-7.143,1.0,0.241,0.00707,1.61e-05,0.273,0.33,100.489,232122.0,4.0,3
239,0.722,0.78,5.0,-8.623,0.0,0.0753,0.00659,0.047,0.0545,0.2,119.997,288097.0,4.0,2
240,0.755,0.522,2.0,-4.368,1.0,0.0575,0.533,0.0,0.0685,0.925,89.96,157560.0,4.0,4
241,0.726,0.769,6.0,-5.043,1.0,0.123,0.0293,0.0101,0.104,0.733,97.985,233902.0,4.0,4
242,0.696,0.663,9.0,-5.662,1.0,0.108,0.0273,0.0,0.461,0.423,175.075,174549.0,4.0,4
243,0.727,0.626,7.0,-8.415,1.0,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,191406.0,4.0,4
244,0.703,0.723,9.0,-5.45,0.0,0.0412,0.0302,2.06e-06,0.126,0.288,104.969,198903.0,4.0,2
245,0.572,0.75,1.0,-5.042,0.0,0.0604,0.0946,0.0,0.378,0.475,144.081,182627.0,4.0,2
246,0.915,0.588,7.0,-6.302,0.0,0.0677,0.0824,0.000169,0.104,0.329,123.936,218710.0,4.0,2
247,0.877,0.477,9.0,-7.379,0.0,0.0587,0.307,0.0,0.0929,0.552,127.023,226743.0,4.0,2
248,0.713,0.831,1.0,-4.75,0.0,0.15,0.0168,0.0,0.118,0.584,173.948,332301.0,4.0,2
249,0.849,0.699,4.0,-5.193,0.0,0.0574,0.185,0.00118,0.0954,0.0778,100.989,256341.0,4.0,2
250,0.512,0.598,9.0,-4.959,0.0,0.115,0.611,0.0,0.0881,0.345,70.189,213253.0,4.0,2
251,0.807,0.702,6.0,-6.594,0.0,0.0748,0.307,0.0,0.111,0.447,114.038,238827.0,4.0,2
252,0.537,0.411,7.0,-14.059,1.0,0.502,0.487,9.21e-06,0.3,0.207,94.292,216832.0,4.0,3
253,0.597,0.733,1.0,-6.017,1.0,0.41,0.134,0.0,0.159,0.639,171.016,214035.0,4.0,3
254,0.696,0.801,5.0,-5.641,0.0,0.0952,0.0469,0.0,0.502,0.536,93.003,211909.0,4.0,2
255,0.687,0.619,0.0,-5.829,1.0,0.0498,0.946,0.0,0.248,0.656,118.101,109000.0,4.0,4
256,0.672,0.783,5.0,-6.463,0.0,0.0852,0.312,0.0399,0.18,0.66,85.526,206693.0,4.0,2
257,0.42,0.744,8.0,-5.033,1.0,0.396,0.398,8.54e-06,0.192,0.324,161.792,302547.0,4.0,3
258,0.728,0.811,7.0,-4.278,1.0,0.0564,0.0453,2.07e-06,0.362,0.705,114.995,228707.0,4.0,4
259,0.778,0.934,9.0,-3.488,1.0,0.321,0.184,0.0,0.123,0.803,98.97,183333.0,4.0,3
260,0.79,0.647,10.0,-5.983,0.0,0.136,0.0515,0.0,0.248,0.654,87.999,211000.0,4.0,2
261,0.639,0.628,6.0,-7.578,0.0,0.0399,0.0381,0.0,0.386,0.43,90.482,237507.0,4.0,2
262,0.789,0.858,1.0,-5.542,1.0,0.311,0.127,0.0,0.349,0.775,140.022,219333.0,4.0,3
263,0.367,0.665,1.0,-2.821,1.0,0.0465,0.145,0.0,0.113,0.31,148.913,229147.0,4.0,4
264,0.724,0.573,7.0,-4.113,1.0,0.0549,0.118,0.0,0.538,0.438,113.088,135920.0,4.0,4
265,0.542,0.466,0.0,-8.665,1.0,0.0831,0.141,0.000445,0.125,0.124,191.385,243440.0,4.0,4
266,0.617,0.717,10.0,-7.858,0.0,0.153,0.00564,0.0,0.408,0.49,103.992,311867.0,4.0,2
267,0.629,0.696,1.0,-5.572,0.0,0.348,0.0195,0.0,0.0554,0.623,93.034,207627.0,4.0,3
268,0.667,0.747,1.0,-7.059,1.0,0.189,0.337,0.0,0.115,0.918,86.917,203493.0,4.0,4
269,0.669,0.419,1.0,-6.724,0.0,0.522,0.376,0.0,0.187,0.0397,109.813,215320.0,4.0,3
270,0.79,0.647,10.0,-5.983,0.0,0.136,0.0515,0.0,0.248,0.654,87.999,211000.0,4.0,2
271,0.639,0.628,6.0,-7.578,0.0,0.0399,0.0381,0.0,0.386,0.43,90.482,237507.0,4.0,2
272,0.789,0.858,1.0,-5.542,1.0,0.311,0.127,0.0,0.349,0.775,140.022,219333.0,4.0,3
273,0.367,0.665,1.0,-2.821,1.0,0.0465,0.145,0.0,0.113,0.31,148.913,229147.0,4.0,4
274,0.724,0.573,7.0,-4.113,1.0,0.0549,0.118,0.0,0.538,0.438,113.088,135920.0,4.0,4
275,0.542,0.466,0.0,-8.665,1.0,0.0831,0.141,0.000445,0.125,0.124,191.385,243440.0,4.0,4
276,0.617,0.717,10.0,-7.858,0.0,0.153,0.00564,0.0,0.408,0.49,103.992,311867.0,4.0,2
277,0.629,0.696,1.0,-5.572,0.0,0.348,0.0195,0.0,0.0554,0.623,93.034,207627.0,4.0,3
278,0.667,0.747,1.0,-7.059,1.0,0.189,0.337,0.0,0.115,0.918,86.917,203493.0,4.0,4
279,0.669,0.419,1.0,-6.724,0.0,0.522,0.376,0.0,0.187,0.0397,109.813,215320.0,4.0,3
280,0.622,0.676,2.0,-5.702,0.0,0.405,0.0707,0.0,0.0888,0.666,84.324,236700.0,4.0,3
281,0.567,0.5,11.0,-7.59,0.0,0.342,0.411,1.41e-05,0.25,0.386,159.897,209700.0,4.0,3
282,0.775,0.576,7.0,-6.237,1.0,0.0915,0.283,0.0,0.103,0.527,124.918,222700.0,4.0,4
283,0.435,0.766,6.0,-6.489,0.0,0.445,0.379,0.0,0.079,0.157,80.82,240900.0,4.0,3
284,0.758,0.549,11.0,-6.463,0.0,0.0454,0.447,0.0,0.452,0.295,110.032,216000.0,4.0,2
285,0.744,0.563,2.0,-9.229,0.0,0.151,0.245,0.0,0.119,0.242,113.022,276600.0,4.0,2
286,0.736,0.669,9.0,-7.061,0.0,0.272,0.0279,1.53e-05,0.447,0.507,80.957,104200.0,4.0,3
287,0.662,0.436,5.0,-9.086,0.0,0.0654,0.756,1.27e-06,0.154,0.442,135.901,211822.0,4.0,0
288,0.552,0.657,11.0,-6.131,0.0,0.233,0.0507,0.0105,0.195,0.271,189.991,185200.0,4.0,3
289,0.696,0.469,6.0,-12.745,0.0,0.0931,0.465,1.42e-05,0.192,0.342,93.974,149362.0,4.0,0
290,0.83,0.695,6.0,-9.445,0.0,0.0716,0.0248,0.0755,0.0573,0.536,112.046,190373.0,4.0,2
291,0.738,0.75,11.0,-3.654,0.0,0.219,0.0167,0.00976,0.174,0.342,112.009,207840.0,4.0,3
292,0.824,0.396,2.0,-9.663,1.0,0.332,0.0323,0.00286,0.108,0.253,118.048,227707.0,4.0,3
293,0.794,0.757,6.0,-6.644,0.0,0.123,0.0267,0.000306,0.0621,0.615,107.99,186680.0,4.0,2
294,0.864,0.682,6.0,-6.73,0.0,0.386,0.208,5.27e-06,0.1,0.268,115.012,268087.0,4.0,3
295,0.835,0.527,7.0,-7.272,0.0,0.128,0.204,0.000423,0.283,0.611,106.003,218200.0,4.0,2
296,0.789,0.71,10.0,-6.323,0.0,0.131,0.0555,0.843,0.0601,0.6,111.038,183787.0,4.0,2
297,0.742,0.645,6.0,-10.248,1.0,0.386,0.148,2.86e-05,0.0861,0.804,112.402,162147.0,4.0,3
298,0.61,0.709,7.0,-7.143,1.0,0.241,0.00707,1.61e-05,0.273,0.33,100.489,232122.0,4.0,3
299,0.722,0.78,5.0,-8.623,0.0,0.0753,0.00659,0.047,0.0545,0.2,119.997,288097.0,4.0,2
300,0.83,0.695,6.0,-9.445,0.0,0.0716,0.0248,0.0755,0.0573,0.536,112.046,190373.0,4.0,2
301,0.738,0.75,11.0,-3.654,0.0,0.219,0.0167,0.00976,0.174,0.342,112.009,207840.0,4.0,3
302,0.824,0.396,2.0,-9.663,1.0,0.332,0.0323,0.00286,0.108,0.253,118.048,227707.0,4.0,3
303,0.794,0.757,6.0,-6.644,0.0,0.123,0.0267,0.000306,0.0621,0.615,107.99,186680.0,4.0,2
304,0.864,0.682,6.0,-6.73,0.0,0.386,0.208,5.27e-06,0.1,0.268,115.012,268087.0,4.0,3
305,0.835,0.527,7.0,-7.272,0.0,0.128,0.204,0.000423,0.283,0.611,106.003,218200.0,4.0,2
306,0.789,0.71,10.0,-6.323,0.0,0.131,0.0555,0.843,0.0601,0.6,111.038,183787.0,4.0,2
307,0.742,0.645,6.0,-10.248,1.0,0.386,0.148,2.86e-05,0.0861,0.804,112.402,162147.0,4.0,3
308,0.61,0.709,7.0,-7.143,1.0,0.241,0.00707,1.61e-05,0.273,0.33,100.489,232122.0,4.0,3
309,0.722,0.78,5.0,-8.623,0.0,0.0753,0.00659,0.047,0.0545,0.2,119.997,288097.0,4.0,2
310,0.83,0.695,6.0,-9.445,0.0,0.0716,0.0248,0.0755,0.0573,0.536,112.046,190373.0,4.0,2
311,0.738,0.75,11.0,-3.654,0.0,0.219,0.0167,0.00976,0.174,0.342,112.009,207840.0,4.0,3
312,0.824,0.396,2.0,-9.663,1.0,0.332,0.0323,0.00286,0.108,0.253,118.048,227707.0,4.0,3
313,0.794,0.757,6.0,-6.644,0.0,0.123,0.0267,0.000306,0.0621,0.615,107.99,186680.0,4.0,2
314,0.864,0.682,6.0,-6.73,0.0,0.386,0.208,5.27e-06,0.1,0.268,115.012,268087.0,4.0,3
315,0.835,0.527,7.0,-7.272,0.0,0.128,0.204,0.000423,0.283,0.611,106.003,218200.0,4.0,2
316,0.789,0.71,10.0,-6.323,0.0,0.131,0.0555,0.843,0.0601,0.6,111.038,183787.0,4.0,2
317,0.742,0.645,6.0,-10.248,1.0,0.386,0.148,2.86e-05,0.0861,0.804,112.402,162147.0,4.0,3
318,0.61,0.709,7.0,-7.143,1.0,0.241,0.00707,1.61e-05,0.273,0.33,100.489,232122.0,4.0,3
319,0.722,0.78,5.0,-8.623,0.0,0.0753,0.00659,0.047,0.0545,0.2,119.997,288097.0,4.0,2
320,0.83,0.695,6.0,-9.445,0.0,0.0716,0.0248,0.0755,0.0573,0.536,112.046,190373.0,4.0,2
321,0.738,0.75,11.0,-3.654,0.0,0.219,0.0167,0.00976,0.174,0.342,112.009,207840.0,4.0,3
322,0.824,0.396,2.0,-9.663,1.0,0.332,0.0323,0.00286,0.108,0.253,118.048,227707.0,4.0,3
323,0.794,0.757,6.0,-6.644,0.0,0.123,0.0267,0.000306,0.0621,0.615,107.99,186680.0,4.0,2
324,0.864,0.682,6.0,-6.73,0.0,0.386,0.208,5.27e-06,0.1,0.268,115.012,268087.0,4.0,3
325,0.835,0.527,7.0,-7.272,0.0,0.128,0.204,0.000423,0.283,0.611,106.003,218200.0,4.0,2
326,0.789,0.71,10.0,-6.323,0.0,0.131,0.0555,0.843,0.0601,0.6,111.038,183787.0,4.0,2
327,0.742,0.645,6.0,-10.248,1.0,0.386,0.148,2.86e-05,0.0861,0.804,112.402,162147.0,4.0,3
328,0.61,0.709,7.0,-7.143,1.0,0.241,0.00707,1.61e-05,0.273,0.33,100.489,232122.0,4.0,3
329,0.722,0.78,5.0,-8.623,0.0,0.0753,0.00659,0.047,0.0545,0.2,119.997,288097.0,4.0,2
330,0.486,0.617,5.0,-7.115,0.0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373.0,4.0,2
331,0.429,0.661,11.0,-7.227,1.0,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773.0,4.0,4
332,0.573,0.711,1.0,-6.268,0.0,0.0406,0.0114,0.0,0.328,0.47,105.006,226198.0,4.0,2
333,0.617,0.635,11.0,-6.769,0.0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160.0,4.0,2
334,0.371,0.268,1.0,-10.506,1.0,0.0281,0.748,0.0517,0.104,0.165,102.617,227093.0,3.0,1
335,0.557,0.442,5.0,-7.224,1.0,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600.0,4.0,0
336,0.545,0.675,6.0,-6.474,1.0,0.0279,0.00617,0.00197,0.209,0.162,124.97,267867.0,4.0,4
337,0.449,0.585,5.0,-6.761,1.0,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,278719.0,4.0,4
338,0.491,0.693,0.0,-6.487,0.0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,258267.0,4.0,2
339,0.209,0.417,3.0,-8.74,1.0,0.0338,0.164,0.00196,0.113,0.124,138.178,295533.0,4.0,0
340,0.486,0.617,5.0,-7.115,0.0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373.0,4.0,2
341,0.429,0.661,11.0,-7.227,1.0,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773.0,4.0,4
342,0.573,0.711,1.0,-6.268,0.0,0.0406,0.0114,0.0,0.328,0.47,105.006,226198.0,4.0,2
343,0.617,0.635,11.0,-6.769,0.0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160.0,4.0,2
344,0.371,0.268,1.0,-10.506,1.0,0.0281,0.748,0.0517,0.104,0.165,102.617,227093.0,3.0,1
345,0.557,0.442,5.0,-7.224,1.0,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600.0,4.0,0
346,0.545,0.675,6.0,-6.474,1.0,0.0279,0.00617,0.00197,0.209,0.162,124.97,267867.0,4.0,4
347,0.449,0.585,5.0,-6.761,1.0,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,278719.0,4.0,4
348,0.491,0.693,0.0,-6.487,0.0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,258267.0,4.0,2
349,0.209,0.417,3.0,-8.74,1.0,0.0338,0.164,0.00196,0.113,0.124,138.178,295533.0,4.0,0
350,0.733,0.71,5.0,-5.849,0.0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600.0,4.0,2
351,0.638,0.738,6.0,-4.976,0.0,0.0292,0.117,0.000384,0.689,0.657,97.021,243147.0,4.0,2
352,0.744,0.642,2.0,-4.6,0.0,0.031,0.115,3.95e-05,0.279,0.63,94.988,256267.0,4.0,2
353,0.632,0.908,8.0,-3.511,1.0,0.0458,0.00762,0.000172,0.167,0.764,110.024,202467.0,4.0,4
354,0.67,0.876,5.0,-4.905,0.0,0.0536,0.0127,0.00302,0.109,0.736,126.968,276173.0,4.0,2
355,0.611,0.948,1.0,-3.751,0.0,0.0753,0.00183,0.0995,0.0969,0.79,133.004,174920.0,4.0,2
356,0.641,0.967,5.0,-4.289,0.0,0.0601,0.0483,0.000276,0.442,0.725,113.017,238787.0,4.0,2
357,0.597,0.733,11.0,-4.727,0.0,0.11,0.00457,0.00191,0.501,0.866,87.479,182653.0,4.0,2
358,0.597,0.848,0.0,-5.841,1.0,0.0308,0.0372,2.33e-05,0.122,0.437,128.009,214080.0,4.0,4
359,0.433,0.614,8.0,-7.594,0.0,0.0499,0.111,5.61e-05,0.141,0.233,178.751,276360.0,4.0,2
360,0.546,0.311,1.0,-10.396,1.0,0.0288,0.818,1.65e-05,0.107,0.246,147.464,260533.0,4.0,0
361,0.715,0.715,5.0,-7.364,1.0,0.0904,0.0526,0.0,0.0936,0.506,134.923,238747.0,4.0,4
362,0.559,0.473,0.0,-4.147,1.0,0.0364,0.177,1.5e-06,0.108,0.341,69.973,181360.0,4.0,4
363,0.631,0.715,1.0,-6.083,0.0,0.0277,0.0299,0.0,0.122,0.42,135.826,176827.0,4.0,2
364,0.594,0.64,10.0,-6.865,1.0,0.033,0.0169,0.0,0.135,0.492,92.871,170457.0,4.0,4
365,0.68,0.315,11.0,-8.425,1.0,0.0391,0.913,0.0,0.712,0.361,117.614,236787.0,4.0,0
366,0.519,0.407,11.0,-7.682,0.0,0.0384,0.844,0.0,0.101,0.515,139.954,189147.0,4.0,0
367,0.652,0.18,5.0,-9.735,0.0,0.111,0.743,4.04e-06,0.71,0.328,115.218,261120.0,3.0,1
368,0.537,0.485,2.0,-8.131,1.0,0.0332,0.102,3.83e-06,0.319,0.293,152.012,224813.0,4.0,4
369,0.499,0.21,1.0,-9.122,1.0,0.042,0.891,1.17e-05,0.726,0.39,140.23,285867.0,3.0,1
370,0.351,0.296,4.0,-10.109,0.0,0.0333,0.934,0.0,0.095,0.12,115.284,200186.0,4.0,0
371,0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,170770.0,4.0,3
372,0.912,0.774,0.0,-4.673,0.0,0.0455,0.121,0.0127,0.101,0.632,119.966,155589.0,4.0,2
373,0.596,0.552,0.0,-10.278,0.0,0.097,0.0765,0.334,0.104,0.112,97.949,229320.0,4.0,2
374,0.52,0.761,4.0,-3.093,1.0,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823.0,4.0,4
375,0.799,0.539,1.0,-6.351,1.0,0.0421,0.199,1.66e-05,0.165,0.394,136.948,202547.0,4.0,4
376,0.64,0.647,5.0,-8.114,0.0,0.186,0.124,0.0,0.0801,0.546,92.979,197867.0,4.0,2
377,0.736,0.449,1.0,-11.462,0.0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080.0,4.0,3
378,0.83,0.585,1.0,-5.802,1.0,0.0366,0.225,0.00209,0.0576,0.642,105.03,228600.0,4.0,4
379,0.691,0.906,0.0,-4.458,1.0,0.171,0.072,0.0,0.299,0.657,119.978,183926.0,4.0,4
380,0.451,0.627,8.0,-4.59,1.0,0.127,0.591,0.00958,0.118,0.77,74.69,184000.0,4.0,4
381,0.759,0.245,6.0,-6.545,1.0,0.138,0.515,0.000154,0.102,0.209,96.992,237507.0,4.0,0
382,0.819,0.355,5.0,-7.907,0.0,0.155,0.0274,7.77e-06,0.109,0.242,83.526,176766.0,4.0,2
383,0.71,0.404,1.0,-10.04,0.0,0.379,0.484,0.0,0.0953,0.398,139.553,165853.0,4.0,3
384,0.838,0.297,5.0,-8.224,0.0,0.056,0.0109,4.6e-06,0.109,0.395,83.524,126467.0,4.0,2
385,0.766,0.548,10.0,-4.29,1.0,0.235,0.775,5.57e-06,0.1,0.424,82.944,161985.0,4.0,3
386,0.716,0.729,5.0,-6.313,1.0,0.117,0.0991,0.0,0.0842,0.276,131.975,226693.0,4.0,4
387,0.681,0.469,2.0,-10.803,0.0,0.0366,0.161,0.403,0.108,0.0373,130.022,222453.0,4.0,2
388,0.846,0.748,5.0,-3.512,0.0,0.078,0.188,0.0,0.093,0.597,90.006,160720.0,4.0,2
389,0.891,0.62,8.0,-6.822,1.0,0.157,0.176,1.59e-06,0.103,0.535,82.035,143415.0,4.0,4
390,0.739,0.536,1.0,-6.501,1.0,0.0587,0.00368,0.0,0.0968,0.193,122.022,236147.0,4.0,4
391,0.497,0.477,2.0,-7.285,0.0,0.116,0.373,0.0,0.114,0.389,121.524,281013.0,4.0,2
392,0.735,0.453,8.0,-8.264,0.0,0.0602,0.413,0.0,0.104,0.335,115.002,217387.0,4.0,2
393,0.543,0.554,4.0,-9.858,0.0,0.0697,0.053,0.0,0.413,0.152,127.081,259918.0,4.0,2
394,0.795,0.668,7.0,-7.288,0.0,0.093,0.124,0.0,0.0739,0.372,92.029,173054.0,4.0,2
395,0.79,0.472,1.0,-6.999,0.0,0.0656,0.325,5.83e-06,0.276,0.287,115.055,218697.0,4.0,2
396,0.617,0.469,7.0,-7.54,0.0,0.0543,0.404,0.0,0.19,0.481,131.554,190187.0,4.0,2
397,0.693,0.573,10.0,-7.652,0.0,0.22,0.0142,0.0,0.0372,0.457,129.931,185893.0,3.0,3
398,0.51,0.624,6.0,-5.977,0.0,0.16,0.0105,0.0,0.102,0.575,196.059,183933.0,4.0,2
399,0.696,0.459,4.0,-6.309,0.0,0.0487,0.0119,0.0,0.172,0.0819,104.387,174483.0,4.0,2
400,0.768,0.644,5.0,-6.671,0.0,0.136,0.736,0.000837,0.173,0.53,95.05,194543.0,4.0,2
401,0.914,0.622,7.0,-6.538,1.0,0.0892,0.146,1.68e-05,0.0632,0.77,130.04,156788.0,4.0,4
402,0.736,0.727,5.0,-4.642,0.0,0.0571,0.0584,1.91e-06,0.0976,0.644,94.048,229065.0,4.0,2
403,0.555,0.634,6.0,-5.522,0.0,0.273,0.129,2.32e-06,0.188,0.555,170.228,174045.0,4.0,3
404,0.766,0.684,9.0,-4.281,0.0,0.0514,0.135,0.0199,0.0832,0.474,102.045,176590.0,4.0,2
405,0.856,0.618,7.0,-4.892,1.0,0.286,0.0303,0.0,0.0866,0.391,81.993,203201.0,4.0,3
406,0.766,0.295,0.0,-7.893,0.0,0.0464,0.947,4.44e-05,0.119,0.805,136.016,188107.0,4.0,0
407,0.93,0.774,1.0,-4.203,1.0,0.0744,0.605,0.0238,0.12,0.781,116.972,109120.0,4.0,4
408,0.882,0.689,6.0,-4.027,1.0,0.124,0.39,0.00325,0.0501,0.746,97.963,161627.0,4.0,4
409,0.839,0.71,8.0,-3.823,1.0,0.0409,0.0534,0.0,0.283,0.661,129.997,234787.0,4.0,4
410,0.603,0.441,9.0,-8.178,1.0,0.0518,0.692,1.46e-06,0.105,0.167,136.137,225313.0,4.0,0
411,0.677,0.696,0.0,-6.181,1.0,0.119,0.321,0.0,0.42,0.464,90.03,198082.0,4.0,4
412,0.524,0.364,7.0,-10.209,1.0,0.0367,0.808,0.0,0.1,0.436,75.24,209831.0,4.0,0
413,0.658,0.294,4.0,-8.533,0.0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,278180.0,4.0,0
414,0.602,0.478,7.0,-8.439,0.0,0.0629,0.723,0.00479,0.108,0.425,152.957,216524.0,4.0,2
415,0.707,0.238,3.0,-8.818,1.0,0.0379,0.0905,2.42e-06,0.0842,0.345,124.156,270847.0,3.0,1
416,0.701,0.398,11.0,-6.938,1.0,0.0463,0.531,0.00689,0.125,0.367,76.995,227520.0,4.0,0
417,0.741,0.306,5.0,-5.836,0.0,0.0398,0.731,0.0796,0.12,0.291,91.995,154532.0,4.0,0
418,0.589,0.652,10.0,-7.498,1.0,0.373,0.704,0.00055,0.125,0.486,158.49,194960.0,4.0,3
419,0.584,0.459,9.0,-8.036,1.0,0.0519,0.672,1.02e-06,0.107,0.158,136.006,222403.0,4.0,0
420,0.863,0.533,5.0,-7.986,0.0,0.0484,0.291,0.00126,0.0794,0.738,102.025,249957.0,4.0,2
421,0.815,0.819,8.0,-9.494,0.0,0.0521,0.364,0.0555,0.115,0.864,119.986,219604.0,4.0,2
422,0.659,0.757,9.0,-5.275,0.0,0.038,0.128,0.485,0.0859,0.553,104.997,348093.0,4.0,2
423,0.665,0.549,7.0,-11.388,0.0,0.0458,0.0917,0.557,0.0583,0.217,91.036,270720.0,4.0,2
424,0.857,0.658,0.0,-9.8,1.0,0.0388,0.015,0.266,0.105,0.703,122.969,237227.0,4.0,4
425,0.856,0.511,2.0,-10.413,0.0,0.0365,0.386,0.0334,0.0985,0.942,114.985,327399.0,4.0,2
426,0.687,0.636,1.0,-10.198,0.0,0.038,0.324,0.00143,0.0862,0.859,109.786,321467.0,4.0,2
427,0.784,0.587,9.0,-6.361,1.0,0.0422,0.273,0.0107,0.356,0.855,107.999,266455.0,4.0,4
428,0.757,0.345,0.0,-10.554,0.0,0.0365,0.411,0.03,0.0955,0.624,81.025,183907.0,4.0,2
429,0.692,0.708,10.0,-7.2,1.0,0.037,0.478,0.00051,0.0706,0.964,87.985,219336.0,4.0,4
430,0.863,0.533,5.0,-7.986,0.0,0.0484,0.291,0.00126,0.0794,0.738,102.025,249957.0,4.0,2
431,0.815,0.819,8.0,-9.494,0.0,0.0521,0.364,0.0555,0.115,0.864,119.986,219604.0,4.0,2
432,0.659,0.757,9.0,-5.275,0.0,0.038,0.128,0.485,0.0859,0.553,104.997,348093.0,4.0,2
433,0.665,0.549,7.0,-11.388,0.0,0.0458,0.0917,0.557,0.0583,0.217,91.036,270720.0,4.0,2
434,0.857,0.658,0.0,-9.8,1.0,0.0388,0.015,0.266,0.105,0.703,122.969,237227.0,4.0,4
435,0.856,0.511,2.0,-10.413,0.0,0.0365,0.386,0.0334,0.0985,0.942,114.985,327399.0,4.0,2
436,0.687,0.636,1.0,-10.198,0.0,0.038,0.324,0.00143,0.0862,0.859,109.786,321467.0,4.0,2
437,0.784,0.587,9.0,-6.361,1.0,0.0422,0.273,0.0107,0.356,0.855,107.999,266455.0,4.0,4
438,0.757,0.345,0.0,-10.554,0.0,0.0365,0.411,0.03,0.0955,0.624,81.025,183907.0,4.0,2
439,0.692,0.708,10.0,-7.2,1.0,0.037,0.478,0.00051,0.0706,0.964,87.985,219336.0,4.0,4
440,0.863,0.533,5.0,-7.986,0.0,0.0484,0.291,0.00126,0.0794,0.738,102.025,249957.0,4.0,2
441,0.815,0.819,8.0,-9.494,0.0,0.0521,0.364,0.0555,0.115,0.864,119.986,219604.0,4.0,2
442,0.659,0.757,9.0,-5.275,0.0,0.038,0.128,0.485,0.0859,0.553,104.997,348093.0,4.0,2
443,0.665,0.549,7.0,-11.388,0.0,0.0458,0.0917,0.557,0.0583,0.217,91.036,270720.0,4.0,2
444,0.857,0.658,0.0,-9.8,1.0,0.0388,0.015,0.266,0.105,0.703,122.969,237227.0,4.0,4
445,0.856,0.511,2.0,-10.413,0.0,0.0365,0.386,0.0334,0.0985,0.942,114.985,327399.0,4.0,2
446,0.687,0.636,1.0,-10.198,0.0,0.038,0.324,0.00143,0.0862,0.859,109.786,321467.0,4.0,2
447,0.784,0.587,9.0,-6.361,1.0,0.0422,0.273,0.0107,0.356,0.855,107.999,266455.0,4.0,4
448,0.757,0.345,0.0,-10.554,0.0,0.0365,0.411,0.03,0.0955,0.624,81.025,183907.0,4.0,2
449,0.692,0.708,10.0,-7.2,1.0,0.037,0.478,0.00051,0.0706,0.964,87.985,219336.0,4.0,4
450,0.664,0.573,5.0,-6.519,1.0,0.0277,0.613,0.000363,0.0857,0.566,76.023,160097.0,4.0,4
451,0.685,0.466,0.0,-9.074,1.0,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,163133.0,4.0,0
452,0.536,0.775,8.0,-6.765,1.0,0.0394,0.228,0.000143,0.0947,0.485,151.393,201413.0,4.0,4
453,0.389,0.431,7.0,-8.061,1.0,0.0344,0.249,0.0,0.13,0.275,142.14,211851.0,4.0,0
454,0.598,0.56,0.0,-11.679,1.0,0.0375,0.607,0.0432,0.196,0.221,115.01,279000.0,4.0,0
455,0.67,0.609,7.0,-10.088,1.0,0.0333,0.749,6.74e-05,0.227,0.573,127.463,109736.0,4.0,0
456,0.668,0.563,4.0,-8.23,1.0,0.0305,0.649,0.000347,0.11,0.289,130.366,201786.0,4.0,0
457,0.573,0.507,11.0,-8.084,1.0,0.0342,0.759,1.37e-06,0.377,0.363,123.183,172800.0,4.0,0
458,0.523,0.714,11.0,-6.021,1.0,0.0367,0.658,5.2e-06,0.0785,0.659,78.211,216120.0,4.0,4
459,0.469,0.562,1.0,-6.402,1.0,0.0343,0.568,0.000135,0.123,0.483,138.197,237320.0,4.0,0
